score,judge,athlete,item,judge_athlete,judge_item,athlete_item
1,4,women157,=FCCoSp,82,214,224
0,5,women157,=FCCoSp,107,269,224
1,6,women157,=FCCoSp,132,324,224
2,7,women157,=FCCoSp,157,379,224
2,8,women157,=FCCoSp,182,434,224
2,9,women157,=FCCoSp,207,489,224
2,1,women157,=LSp,7,53,256
2,2,women157,=LSp,32,108,256
2,3,women157,=LSp,57,163,256
2,4,women157,=LSp,82,218,256
1,5,women157,=LSp,107,273,256
2,6,women157,=LSp,132,328,256
1,7,women157,=LSp,157,383,256
2,8,women157,=LSp,182,438,256
2,9,women157,=LSp,207,493,256
1,1,women157,=StSq,7,55,276
1,2,women157,=StSq,32,110,276
2,3,women157,=StSq,57,165,276
1,4,women157,=StSq,82,220,276
0,5,women157,=StSq,107,275,276
1,6,women157,=StSq,132,330,276
1,7,women157,=StSq,157,385,276
1,8,women157,=StSq,182,440,276
2,9,women157,=StSq,207,495,276
1,1,women170,=2A,8,4,10
2,2,women170,=2A,33,59,10
1,3,women170,=2A,58,114,10
1,4,women170,=2A,83,169,10
1,5,women170,=2A,108,224,10
2,6,women170,=2A,133,279,10
1,7,women170,=2A,158,334,10
2,8,women170,=2A,183,389,10
1,9,women170,=2A,208,444,10
-3,1,women170,=2A+1Eu+3S,8,5,23
-3,2,women170,=2A+1Eu+3S,33,60,23
-4,3,women170,=2A+1Eu+3S,58,115,23
-1,4,women170,=2A+1Eu+3S,83,170,23
-3,5,women170,=2A+1Eu+3S,108,225,23
-4,6,women170,=2A+1Eu+3S,133,280,23
-4,7,women170,=2A+1Eu+3S,158,335,23
-4,8,women170,=2A+1Eu+3S,183,390,23
-1,9,women170,=2A+1Eu+3S,208,445,23
2,1,women170,=3F,8,12,48
2,2,women170,=3F,33,67,48
2,3,women170,=3F,58,122,48
2,4,women170,=3F,83,177,48
2,5,women170,=3F,108,232,48
3,6,women170,=3F,133,287,48
1,7,women170,=3F,158,342,48
3,8,women170,=3F,183,397,48
2,9,women170,=3F,208,452,48
1,1,women170,=3Lo,8,20,78
1,2,women170,=3Lo,33,75,78
1,3,women170,=3Lo,58,130,78
2,4,women170,=3Lo,83,185,78
1,5,women170,=3Lo,108,240,78
3,6,women170,=3Lo,133,295,78
1,7,women170,=3Lo,158,350,78
2,8,women170,=3Lo,183,405,78
0,9,women170,=3Lo,208,460,78
2,1,women170,=3Lz+2T,8,29,119
2,2,women170,=3Lz+2T,33,84,119
1,3,women170,=3Lz+2T,58,139,119
2,4,women170,=3Lz+2T,83,194,119
1,5,women170,=3Lz+2T,108,249,119
2,6,women170,=3Lz+2T,133,304,119
2,7,women170,=3Lz+2T,158,359,119
2,8,women170,=3Lz+2T,183,414,119
1,9,women170,=3Lz+2T,208,469,119
-2,1,women170,=3Lz+3T,8,33,132
-2,2,women170,=3Lz+3T,33,88,132
-5,3,women170,=3Lz+3T,58,143,132
-3,4,women170,=3Lz+3T,83,198,132
-3,5,women170,=3Lz+3T,108,253,132
-5,6,women170,=3Lz+3T,133,308,132
-4,7,women170,=3Lz+3T,158,363,132
-4,8,women170,=3Lz+3T,183,418,132
-3,9,women170,=3Lz+3T,208,473,132
-4,1,women170,=3S,8,34,140
-5,2,women170,=3S,33,89,140
-5,3,women170,=3S,58,144,140
-4,4,women170,=3S,83,199,140
-5,5,women170,=3S,108,254,140
-5,6,women170,=3S,133,309,140
-5,7,women170,=3S,158,364,140
-5,8,women170,=3S,183,419,140
-5,9,women170,=3S,208,474,140
2,1,women170,=CCoSp,8,47,177
3,2,women170,=CCoSp,33,102,177
2,3,women170,=CCoSp,58,157,177
3,4,women170,=CCoSp,83,212,177
2,5,women170,=CCoSp,108,267,177
3,6,women170,=CCoSp,133,322,177
2,7,women170,=CCoSp,158,377,177
2,8,women170,=CCoSp,183,432,177
2,9,women170,=CCoSp,208,487,177
2,1,women170,=ChSq,8,48,202
2,2,women170,=ChSq,33,103,202
1,3,women170,=ChSq,58,158,202
2,4,women170,=ChSq,83,213,202
3,5,women170,=ChSq,108,268,202
3,6,women170,=ChSq,133,323,202
2,7,women170,=ChSq,158,378,202
3,8,women170,=ChSq,183,433,202
2,9,women170,=ChSq,208,488,202
2,1,women170,=FCCoSp,8,49,225
2,2,women170,=FCCoSp,33,104,225
2,3,women170,=FCCoSp,58,159,225
3,4,women170,=FCCoSp,83,214,225
3,5,women170,=FCCoSp,108,269,225
2,6,women170,=FCCoSp,133,324,225
2,7,women170,=FCCoSp,158,379,225
3,8,women170,=FCCoSp,183,434,225
2,9,women170,=FCCoSp,208,489,225
2,1,women170,=FCSp,8,51,244
2,2,women170,=FCSp,33,106,244
2,3,women170,=FCSp,58,161,244
3,4,women170,=FCSp,83,216,244
3,5,women170,=FCSp,108,271,244
2,6,women170,=FCSp,133,326,244
1,7,women170,=FCSp,158,381,244
3,8,women170,=FCSp,183,436,244
2,9,women170,=FCSp,208,491,244
2,1,women170,=StSq,8,55,277
2,2,women170,=StSq,33,110,277
2,3,women170,=StSq,58,165,277
2,4,women170,=StSq,83,220,277
3,5,women170,=StSq,108,275,277
2,6,women170,=StSq,133,330,277
2,7,women170,=StSq,158,385,277
2,8,women170,=StSq,183,440,277
2,9,women170,=StSq,208,495,277
-1,1,women183,=2A,9,4,11
-1,2,women183,=2A,34,59,11
-2,3,women183,=2A,59,114,11
-1,4,women183,=2A,84,169,11
-2,5,women183,=2A,109,224,11
-1,6,women183,=2A,134,279,11
-1,7,women183,=2A,159,334,11
-2,8,women183,=2A,184,389,11
-1,9,women183,=2A,209,444,11
1,1,women183,=2A+2T,9,6,24
1,2,women183,=2A+2T,34,61,24
0,3,women183,=2A+2T,59,116,24
-1,4,women183,=2A+2T,84,171,24
-1,5,women183,=2A+2T,109,226,24
1,6,women183,=2A+2T,134,281,24
0,7,women183,=2A+2T,159,336,24
0,8,women183,=2A+2T,184,391,24
0,9,women183,=2A+2T,209,446,24
1,1,women183,=3F,9,12,49
1,2,women183,=3F,34,67,49
1,3,women183,=3F,59,122,49
2,4,women183,=3F,84,177,49
0,5,women183,=3F,109,232,49
2,6,women183,=3F,134,287,49
1,7,women183,=3F,159,342,49
2,8,women183,=3F,184,397,49
1,9,women183,=3F,209,452,49
1,1,women183,=3Lo,9,20,79
1,2,women183,=3Lo,34,75,79
1,3,women183,=3Lo,59,130,79
1,4,women183,=3Lo,84,185,79
1,5,women183,=3Lo,109,240,79
2,6,women183,=3Lo,134,295,79
1,7,women183,=3Lo,159,350,79
2,8,women183,=3Lo,184,405,79
1,9,women183,=3Lo,209,460,79
-4,1,women183,=3Lz+2T+2Lo,9,30,124
-4,2,women183,=3Lz+2T+2Lo,34,85,124
-5,3,women183,=3Lz+2T+2Lo,59,140,124
-3,4,women183,=3Lz+2T+2Lo,84,195,124
-5,5,women183,=3Lz+2T+2Lo,109,250,124
-5,6,women183,=3Lz+2T+2Lo,134,305,124
-5,7,women183,=3Lz+2T+2Lo,159,360,124
-4,8,women183,=3Lz+2T+2Lo,184,415,124
-4,9,women183,=3Lz+2T+2Lo,209,470,124
-1,1,women183,=3Lz+3T,9,33,133
0,2,women183,=3Lz+3T,34,88,133
-2,3,women183,=3Lz+3T,59,143,133
0,4,women183,=3Lz+3T,84,198,133
0,5,women183,=3Lz+3T,109,253,133
0,6,women183,=3Lz+3T,134,308,133
1,7,women183,=3Lz+3T,159,363,133
1,8,women183,=3Lz+3T,184,418,133
2,9,women183,=3Lz+3T,209,473,133
1,1,women183,=3S,9,34,141
1,2,women183,=3S,34,89,141
1,3,women183,=3S,59,144,141
1,4,women183,=3S,84,199,141
1,5,women183,=3S,109,254,141
2,6,women183,=3S,134,309,141
0,7,women183,=3S,159,364,141
1,8,women183,=3S,184,419,141
1,9,women183,=3S,209,474,141
2,1,women183,=CCoSp,9,47,178
2,2,women183,=CCoSp,34,102,178
1,3,women183,=CCoSp,59,157,178
2,4,women183,=CCoSp,84,212,178
2,5,women183,=CCoSp,109,267,178
2,6,women183,=CCoSp,134,322,178
1,7,women183,=CCoSp,159,377,178
2,8,women183,=CCoSp,184,432,178
3,9,women183,=CCoSp,209,487,178
2,1,women183,=ChSq,9,48,203
1,2,women183,=ChSq,34,103,203
1,3,women183,=ChSq,59,158,203
1,4,women183,=ChSq,84,213,203
1,5,women183,=ChSq,109,268,203
2,6,women183,=ChSq,134,323,203
1,7,women183,=ChSq,159,378,203
2,8,women183,=ChSq,184,433,203
3,9,women183,=ChSq,209,488,203
2,1,women183,=FCCoSp,9,49,226
2,2,women183,=FCCoSp,34,104,226
2,3,women183,=FCCoSp,59,159,226
2,4,women183,=FCCoSp,84,214,226
2,5,women183,=FCCoSp,109,269,226
2,6,women183,=FCCoSp,134,324,226
2,7,women183,=FCCoSp,159,379,226
1,8,women183,=FCCoSp,184,434,226
3,9,women183,=FCCoSp,209,489,226
1,1,women183,=LSp,9,53,257
1,2,women183,=LSp,34,108,257
0,3,women183,=LSp,59,163,257
1,4,women183,=LSp,84,218,257
0,5,women183,=LSp,109,273,257
2,6,women183,=LSp,134,328,257
1,7,women183,=LSp,159,383,257
1,8,women183,=LSp,184,438,257
1,9,women183,=LSp,209,493,257
0,1,women183,=StSq,9,55,278
1,2,women183,=StSq,34,110,278
-1,3,women183,=StSq,59,165,278
-1,4,women183,=StSq,84,220,278
-1,5,women183,=StSq,109,275,278
0,6,women183,=StSq,134,330,278
-1,7,women183,=StSq,159,385,278
-1,8,women183,=StSq,184,440,278
0,9,women183,=StSq,209,495,278
1,1,women196,=2A,10,4,12
1,2,women196,=2A,35,59,12
0,3,women196,=2A,60,114,12
1,4,women196,=2A,85,169,12
0,5,women196,=2A,110,224,12
2,6,women196,=2A,135,279,12
1,7,women196,=2A,160,334,12
0,8,women196,=2A,185,389,12
1,9,women196,=2A,210,444,12
-4,1,women196,=3F,10,12,50
-4,2,women196,=3F,35,67,50
-5,3,women196,=3F,60,122,50
-4,4,women196,=3F,85,177,50
-4,5,women196,=3F,110,232,50
-5,6,women196,=3F,135,287,50
-5,7,women196,=3F,160,342,50
-5,8,women196,=3F,185,397,50
-5,9,women196,=3F,210,452,50
-1,1,women196,=3Lo,10,20,80
0,2,women196,=3Lo,35,75,80
-2,3,women196,=3Lo,60,130,80
-2,4,women196,=3Lo,85,185,80
-2,5,women196,=3Lo,110,240,80
-2,6,women196,=3Lo,135,295,80
-1,7,women196,=3Lo,160,350,80
-2,8,women196,=3Lo,185,405,80
-1,9,women196,=3Lo,210,460,80
0,1,women196,=3Lo+2A+SEQ,10,22,94
2,2,women196,=3Lo+2A+SEQ,35,77,94
0,3,women196,=3Lo+2A+SEQ,60,132,94
1,4,women196,=3Lo+2A+SEQ,85,187,94
1,5,women196,=3Lo+2A+SEQ,110,242,94
1,6,women196,=3Lo+2A+SEQ,135,297,94
1,7,women196,=3Lo+2A+SEQ,160,352,94
0,8,women196,=3Lo+2A+SEQ,185,407,94
1,9,women196,=3Lo+2A+SEQ,210,462,94
1,1,women196,=3Lz,10,26,105
2,2,women196,=3Lz,35,81,105
1,3,women196,=3Lz,60,136,105
2,4,women196,=3Lz,85,191,105
0,5,women196,=3Lz,110,246,105
2,6,women196,=3Lz,135,301,105
1,7,women196,=3Lz,160,356,105
2,8,women196,=3Lz,185,411,105
1,9,women196,=3Lz,210,466,105
1,1,women196,=3Lz+2T,10,29,120
1,2,women196,=3Lz+2T,35,84,120
1,3,women196,=3Lz+2T,60,139,120
1,4,women196,=3Lz+2T,85,194,120
1,5,women196,=3Lz+2T,110,249,120
1,6,women196,=3Lz+2T,135,304,120
1,7,women196,=3Lz+2T,160,359,120
2,8,women196,=3Lz+2T,185,414,120
2,9,women196,=3Lz+2T,210,469,120
1,1,women196,=3S+2T+2Lo,10,36,153
1,2,women196,=3S+2T+2Lo,35,91,153
0,3,women196,=3S+2T+2Lo,60,146,153
1,4,women196,=3S+2T+2Lo,85,201,153
2,5,women196,=3S+2T+2Lo,110,256,153
0,6,women196,=3S+2T+2Lo,135,311,153
1,7,women196,=3S+2T+2Lo,160,366,153
0,8,women196,=3S+2T+2Lo,185,421,153
0,9,women196,=3S+2T+2Lo,210,476,153
2,1,women196,=CCoSp,10,47,179
3,2,women196,=CCoSp,35,102,179
1,3,women196,=CCoSp,60,157,179
2,4,women196,=CCoSp,85,212,179
2,5,women196,=CCoSp,110,267,179
2,6,women196,=CCoSp,135,322,179
2,7,women196,=CCoSp,160,377,179
3,8,women196,=CCoSp,185,432,179
3,9,women196,=CCoSp,210,487,179
2,1,women196,=ChSq,10,48,204
2,2,women196,=ChSq,35,103,204
1,3,women196,=ChSq,60,158,204
1,4,women196,=ChSq,85,213,204
1,5,women196,=ChSq,110,268,204
1,6,women196,=ChSq,135,323,204
0,7,women196,=ChSq,160,378,204
2,8,women196,=ChSq,185,433,204
2,9,women196,=ChSq,210,488,204
2,1,women196,=FCCoSp,10,49,227
2,2,women196,=FCCoSp,35,104,227
1,3,women196,=FCCoSp,60,159,227
2,4,women196,=FCCoSp,85,214,227
3,5,women196,=FCCoSp,110,269,227
2,6,women196,=FCCoSp,135,324,227
2,7,women196,=FCCoSp,160,379,227
1,8,women196,=FCCoSp,185,434,227
3,9,women196,=FCCoSp,210,489,227
2,1,women196,=LSp,10,53,258
3,2,women196,=LSp,35,108,258
2,3,women196,=LSp,60,163,258
3,4,women196,=LSp,85,218,258
2,5,women196,=LSp,110,273,258
2,6,women196,=LSp,135,328,258
1,7,women196,=LSp,160,383,258
3,8,women196,=LSp,185,438,258
3,9,women196,=LSp,210,493,258
2,1,women196,=StSq,10,55,279
2,2,women196,=StSq,35,110,279
1,3,women196,=StSq,60,165,279
1,4,women196,=StSq,85,220,279
0,5,women196,=StSq,110,275,279
2,6,women196,=StSq,135,330,279
2,7,women196,=StSq,160,385,279
2,8,women196,=StSq,185,440,279
2,9,women196,=StSq,210,495,279
0,1,women209,=1Lz,11,2,2
0,2,women209,=1Lz,36,57,2
0,3,women209,=1Lz,61,112,2
-1,4,women209,=1Lz,86,167,2
0,5,women209,=1Lz,111,222,2
0,6,women209,=1Lz,136,277,2
0,7,women209,=1Lz,161,332,2
0,8,women209,=1Lz,186,387,2
0,9,women209,=1Lz,211,442,2
1,1,women209,=2A+3T,11,7,31
2,2,women209,=2A+3T,36,62,31
1,3,women209,=2A+3T,61,117,31
3,4,women209,=2A+3T,86,172,31
1,5,women209,=2A+3T,111,227,31
2,6,women209,=2A+3T,136,282,31
1,7,women209,=2A+3T,161,337,31
1,8,women209,=2A+3T,186,392,31
2,9,women209,=2A+3T,211,447,31
-4,1,women209,=3F,11,12,51
-3,2,women209,=3F,36,67,51
-4,3,women209,=3F,61,122,51
-2,4,women209,=3F,86,177,51
-3,5,women209,=3F,111,232,51
-3,6,women209,=3F,136,287,51
-4,7,women209,=3F,161,342,51
-3,8,women209,=3F,186,397,51
-2,9,women209,=3F,211,452,51
-3,1,women209,=3Lo,11,20,81
-3,2,women209,=3Lo,36,75,81
-3,3,women209,=3Lo,61,130,81
-2,4,women209,=3Lo,86,185,81
-3,5,women209,=3Lo,111,240,81
-3,6,women209,=3Lo,136,295,81
-3,7,women209,=3Lo,161,350,81
-4,8,women209,=3Lo,186,405,81
-3,9,women209,=3Lo,211,460,81
-5,1,women209,=3Lo+3Lo,11,25,99
-5,2,women209,=3Lo+3Lo,36,80,99
-5,3,women209,=3Lo+3Lo,61,135,99
-5,4,women209,=3Lo+3Lo,86,190,99
-5,5,women209,=3Lo+3Lo,111,245,99
-5,6,women209,=3Lo+3Lo,136,300,99
-5,7,women209,=3Lo+3Lo,161,355,99
-5,8,women209,=3Lo+3Lo,186,410,99
-5,9,women209,=3Lo+3Lo,211,465,99
0,1,women209,=3Lz+2T+2Lo,11,30,125
2,2,women209,=3Lz+2T+2Lo,36,85,125
1,3,women209,=3Lz+2T+2Lo,61,140,125
2,4,women209,=3Lz+2T+2Lo,86,195,125
2,5,women209,=3Lz+2T+2Lo,111,250,125
2,6,women209,=3Lz+2T+2Lo,136,305,125
1,7,women209,=3Lz+2T+2Lo,161,360,125
2,8,women209,=3Lz+2T+2Lo,186,415,125
2,9,women209,=3Lz+2T+2Lo,211,470,125
-1,1,women209,=3S,11,34,142
-1,2,women209,=3S,36,89,142
-2,3,women209,=3S,61,144,142
-1,4,women209,=3S,86,199,142
-1,5,women209,=3S,111,254,142
0,6,women209,=3S,136,309,142
-2,7,women209,=3S,161,364,142
-1,8,women209,=3S,186,419,142
-1,9,women209,=3S,211,474,142
4,1,women209,=CCoSp,11,47,180
3,2,women209,=CCoSp,36,102,180
3,3,women209,=CCoSp,61,157,180
3,4,women209,=CCoSp,86,212,180
4,5,women209,=CCoSp,111,267,180
3,6,women209,=CCoSp,136,322,180
4,7,women209,=CCoSp,161,377,180
4,8,women209,=CCoSp,186,432,180
4,9,women209,=CCoSp,211,487,180
4,1,women209,=ChSq,11,48,205
3,2,women209,=ChSq,36,103,205
3,3,women209,=ChSq,61,158,205
3,4,women209,=ChSq,86,213,205
3,5,women209,=ChSq,111,268,205
3,6,women209,=ChSq,136,323,205
2,7,women209,=ChSq,161,378,205
3,8,women209,=ChSq,186,433,205
3,9,women209,=ChSq,211,488,205
2,1,women209,=FCCoSp,11,49,228
2,2,women209,=FCCoSp,36,104,228
3,3,women209,=FCCoSp,61,159,228
2,4,women209,=FCCoSp,86,214,228
3,5,women209,=FCCoSp,111,269,228
3,6,women209,=FCCoSp,136,324,228
2,7,women209,=FCCoSp,161,379,228
2,8,women209,=FCCoSp,186,434,228
2,9,women209,=FCCoSp,211,489,228
3,1,women209,=LSp,11,53,259
3,2,women209,=LSp,36,108,259
3,3,women209,=LSp,61,163,259
4,4,women209,=LSp,86,218,259
4,5,women209,=LSp,111,273,259
3,6,women209,=LSp,136,328,259
4,7,women209,=LSp,161,383,259
4,8,women209,=LSp,186,438,259
4,9,women209,=LSp,211,493,259
2,1,women209,=StSq,11,55,280
2,2,women209,=StSq,36,110,280
3,3,women209,=StSq,61,165,280
3,4,women209,=StSq,86,220,280
3,5,women209,=StSq,111,275,280
3,6,women209,=StSq,136,330,280
3,7,women209,=StSq,161,385,280
2,8,women209,=StSq,186,440,280
3,9,women209,=StSq,211,495,280
2,1,women222,=2A,12,4,13
2,2,women222,=2A,37,59,13
1,3,women222,=2A,62,114,13
2,4,women222,=2A,87,169,13
1,5,women222,=2A,112,224,13
2,6,women222,=2A,137,279,13
2,7,women222,=2A,162,334,13
2,8,women222,=2A,187,389,13
2,9,women222,=2A,212,444,13
-2,1,women222,=2A+3T,12,7,32
0,2,women222,=2A+3T,37,62,32
-2,3,women222,=2A+3T,62,117,32
-2,4,women222,=2A+3T,87,172,32
-2,5,women222,=2A+3T,112,227,32
0,6,women222,=2A+3T,137,282,32
-2,7,women222,=2A+3T,162,337,32
-2,8,women222,=2A+3T,187,392,32
0,9,women222,=2A+3T,212,447,32
1,1,women222,=2S,12,10,39
1,2,women222,=2S,37,65,39
0,3,women222,=2S,62,120,39
1,4,women222,=2S,87,175,39
2,5,women222,=2S,112,230,39
2,6,women222,=2S,137,285,39
1,7,women222,=2S,162,340,39
1,8,women222,=2S,187,395,39
1,9,women222,=2S,212,450,39
-2,1,women222,=3F,12,12,52
-1,2,women222,=3F,37,67,52
-2,3,women222,=3F,62,122,52
-2,4,women222,=3F,87,177,52
-3,5,women222,=3F,112,232,52
0,6,women222,=3F,137,287,52
-2,7,women222,=3F,162,342,52
-2,8,women222,=3F,187,397,52
-1,9,women222,=3F,212,452,52
-5,1,women222,=3Lo,12,20,82
-5,2,women222,=3Lo,37,75,82
-5,3,women222,=3Lo,62,130,82
-5,4,women222,=3Lo,87,185,82
-5,5,women222,=3Lo,112,240,82
-5,6,women222,=3Lo,137,295,82
-5,7,women222,=3Lo,162,350,82
-5,8,women222,=3Lo,187,405,82
-5,9,women222,=3Lo,212,460,82
-5,1,women222,=3Lo+2T+2Lo,12,24,97
-5,2,women222,=3Lo+2T+2Lo,37,79,97
-5,3,women222,=3Lo+2T+2Lo,62,134,97
-3,4,women222,=3Lo+2T+2Lo,87,189,97
-4,5,women222,=3Lo+2T+2Lo,112,244,97
-5,6,women222,=3Lo+2T+2Lo,137,299,97
-5,7,women222,=3Lo+2T+2Lo,162,354,97
-5,8,women222,=3Lo+2T+2Lo,187,409,97
-3,9,women222,=3Lo+2T+2Lo,212,464,97
2,1,women222,=3Lz+3T,12,33,134
2,2,women222,=3Lz+3T,37,88,134
2,3,women222,=3Lz+3T,62,143,134
3,4,women222,=3Lz+3T,87,198,134
3,5,women222,=3Lz+3T,112,253,134
3,6,women222,=3Lz+3T,137,308,134
2,7,women222,=3Lz+3T,162,363,134
3,8,women222,=3Lz+3T,187,418,134
3,9,women222,=3Lz+3T,212,473,134
2,1,women222,=CCoSp,12,47,181
2,2,women222,=CCoSp,37,102,181
1,3,women222,=CCoSp,62,157,181
1,4,women222,=CCoSp,87,212,181
1,5,women222,=CCoSp,112,267,181
2,6,women222,=CCoSp,137,322,181
2,7,women222,=CCoSp,162,377,181
2,8,women222,=CCoSp,187,432,181
2,9,women222,=CCoSp,212,487,181
2,1,women222,=ChSq,12,48,206
3,2,women222,=ChSq,37,103,206
2,3,women222,=ChSq,62,158,206
2,4,women222,=ChSq,87,213,206
3,5,women222,=ChSq,112,268,206
3,6,women222,=ChSq,137,323,206
3,7,women222,=ChSq,162,378,206
3,8,women222,=ChSq,187,433,206
3,9,women222,=ChSq,212,488,206
2,1,women222,=FCCoSp,12,49,229
2,2,women222,=FCCoSp,37,104,229
2,3,women222,=FCCoSp,62,159,229
2,4,women222,=FCCoSp,87,214,229
2,5,women222,=FCCoSp,112,269,229
2,6,women222,=FCCoSp,137,324,229
3,7,women222,=FCCoSp,162,379,229
2,8,women222,=FCCoSp,187,434,229
3,9,women222,=FCCoSp,212,489,229
2,1,women222,=FCSp,12,51,245
2,2,women222,=FCSp,37,106,245
2,3,women222,=FCSp,62,161,245
2,4,women222,=FCSp,87,216,245
2,5,women222,=FCSp,112,271,245
2,6,women222,=FCSp,137,326,245
2,7,women222,=FCSp,162,381,245
2,8,women222,=FCSp,187,436,245
2,9,women222,=FCSp,212,491,245
2,1,women222,=StSq,12,55,281
2,2,women222,=StSq,37,110,281
2,3,women222,=StSq,62,165,281
2,4,women222,=StSq,87,220,281
2,5,women222,=StSq,112,275,281
2,6,women222,=StSq,137,330,281
2,7,women222,=StSq,162,385,281
2,8,women222,=StSq,187,440,281
3,9,women222,=StSq,212,495,281
2,1,women235,=2A,13,4,14
2,2,women235,=2A,38,59,14
1,3,women235,=2A,63,114,14
1,4,women235,=2A,88,169,14
2,5,women235,=2A,113,224,14
3,6,women235,=2A,138,279,14
2,7,women235,=2A,163,334,14
2,8,women235,=2A,188,389,14
2,9,women235,=2A,213,444,14
-5,1,women235,=3F,13,12,53
-5,2,women235,=3F,38,67,53
-5,3,women235,=3F,63,122,53
-5,4,women235,=3F,88,177,53
-5,5,women235,=3F,113,232,53
-5,6,women235,=3F,138,287,53
-5,7,women235,=3F,163,342,53
-5,8,women235,=3F,188,397,53
-5,9,women235,=3F,213,452,53
1,1,women235,=3F+3T,13,19,71
1,2,women235,=3F+3T,38,74,71
2,3,women235,=3F+3T,63,129,71
2,4,women235,=3F+3T,88,184,71
2,5,women235,=3F+3T,113,239,71
2,6,women235,=3F+3T,138,294,71
1,7,women235,=3F+3T,163,349,71
2,8,women235,=3F+3T,188,404,71
2,9,women235,=3F+3T,213,459,71
1,1,women235,=3Lo+2T,13,23,96
1,2,women235,=3Lo+2T,38,78,96
1,3,women235,=3Lo+2T,63,133,96
2,4,women235,=3Lo+2T,88,188,96
1,5,women235,=3Lo+2T,113,243,96
2,6,women235,=3Lo+2T,138,298,96
1,7,women235,=3Lo+2T,163,353,96
1,8,women235,=3Lo+2T,188,408,96
2,9,women235,=3Lo+2T,213,463,96
-2,1,women235,=3S,13,34,143
-3,2,women235,=3S,38,89,143
-3,3,women235,=3S,63,144,143
-3,4,women235,=3S,88,199,143
-3,5,women235,=3S,113,254,143
-5,6,women235,=3S,138,309,143
-4,7,women235,=3S,163,364,143
-4,8,women235,=3S,188,419,143
-3,9,women235,=3S,213,474,143
0,1,women235,=3S+2T,13,35,151
1,2,women235,=3S+2T,38,90,151
0,3,women235,=3S+2T,63,145,151
-1,4,women235,=3S+2T,88,200,151
-2,5,women235,=3S+2T,113,255,151
-1,6,women235,=3S+2T,138,310,151
1,7,women235,=3S+2T,163,365,151
-2,8,women235,=3S+2T,188,420,151
0,9,women235,=3S+2T,213,475,151
2,1,women235,=CCoSp,13,47,182
2,2,women235,=CCoSp,38,102,182
2,3,women235,=CCoSp,63,157,182
2,4,women235,=CCoSp,88,212,182
2,5,women235,=CCoSp,113,267,182
2,6,women235,=CCoSp,138,322,182
2,7,women235,=CCoSp,163,377,182
2,8,women235,=CCoSp,188,432,182
2,9,women235,=CCoSp,213,487,182
3,1,women235,=ChSq,13,48,207
1,2,women235,=ChSq,38,103,207
2,3,women235,=ChSq,63,158,207
2,4,women235,=ChSq,88,213,207
2,5,women235,=ChSq,113,268,207
2,6,women235,=ChSq,138,323,207
1,7,women235,=ChSq,163,378,207
1,8,women235,=ChSq,188,433,207
3,9,women235,=ChSq,213,488,207
2,1,women235,=FCSp,13,51,246
2,2,women235,=FCSp,38,106,246
1,3,women235,=FCSp,63,161,246
1,4,women235,=FCSp,88,216,246
1,5,women235,=FCSp,113,271,246
2,6,women235,=FCSp,138,326,246
1,7,women235,=FCSp,163,381,246
2,8,women235,=FCSp,188,436,246
1,9,women235,=FCSp,213,491,246
2,1,women235,=LSp,13,53,260
2,2,women235,=LSp,38,108,260
1,3,women235,=LSp,63,163,260
2,4,women235,=LSp,88,218,260
2,5,women235,=LSp,113,273,260
3,6,women235,=LSp,138,328,260
2,7,women235,=LSp,163,383,260
3,8,women235,=LSp,188,438,260
2,9,women235,=LSp,213,493,260
3,1,women235,=StSq,13,55,282
2,2,women235,=StSq,38,110,282
2,3,women235,=StSq,63,165,282
2,4,women235,=StSq,88,220,282
2,5,women235,=StSq,113,275,282
2,6,women235,=StSq,138,330,282
1,7,women235,=StSq,163,385,282
1,8,women235,=StSq,188,440,282
1,9,women235,=StSq,213,495,282
0,1,women248,=1Lo,14,1,1
0,2,women248,=1Lo,39,56,1
0,3,women248,=1Lo,64,111,1
0,4,women248,=1Lo,89,166,1
0,5,women248,=1Lo,114,221,1
0,6,women248,=1Lo,139,276,1
0,7,women248,=1Lo,164,331,1
0,8,women248,=1Lo,189,386,1
0,9,women248,=1Lo,214,441,1
1,1,women248,=2A,14,4,15
2,2,women248,=2A,39,59,15
1,3,women248,=2A,64,114,15
2,4,women248,=2A,89,169,15
1,5,women248,=2A,114,224,15
2,6,women248,=2A,139,279,15
1,7,women248,=2A,164,334,15
2,8,women248,=2A,189,389,15
2,9,women248,=2A,214,444,15
-5,1,women248,=3F,14,12,54
-5,2,women248,=3F,39,67,54
-5,3,women248,=3F,64,122,54
-5,4,women248,=3F,89,177,54
-5,5,women248,=3F,114,232,54
-5,6,women248,=3F,139,287,54
-5,7,women248,=3F,164,342,54
-5,8,women248,=3F,189,397,54
-5,9,women248,=3F,214,452,54
1,1,women248,=3Lz,14,26,106
2,2,women248,=3Lz,39,81,106
1,3,women248,=3Lz,64,136,106
1,4,women248,=3Lz,89,191,106
1,5,women248,=3Lz,114,246,106
2,6,women248,=3Lz,139,301,106
1,7,women248,=3Lz,164,356,106
0,8,women248,=3Lz,189,411,106
-1,9,women248,=3Lz,214,466,106
1,1,women248,=3Lz+2T,14,29,121
1,2,women248,=3Lz+2T,39,84,121
1,3,women248,=3Lz+2T,64,139,121
1,4,women248,=3Lz+2T,89,194,121
2,5,women248,=3Lz+2T,114,249,121
0,6,women248,=3Lz+2T,139,304,121
