score,judge,athlete,athlete_item,judge_athlete,judge_item,Element
2,4,women79,138,99,198,=3Lz+3T
2,5,women79,138,124,253,=3Lz+3T
2,6,women79,138,149,308,=3Lz+3T
2,7,women79,138,174,363,=3Lz+3T
3,8,women79,138,199,418,=3Lz+3T
3,9,women79,138,224,473,=3Lz+3T
3,1,women79,193,24,47,=CCoSp
3,2,women79,193,49,102,=CCoSp
3,3,women79,193,74,157,=CCoSp
2,4,women79,193,99,212,=CCoSp
3,5,women79,193,124,267,=CCoSp
3,6,women79,193,149,322,=CCoSp
3,7,women79,193,174,377,=CCoSp
3,8,women79,193,199,432,=CCoSp
3,9,women79,193,224,487,=CCoSp
2,1,women79,218,24,48,=ChSq
3,2,women79,218,49,103,=ChSq
3,3,women79,218,74,158,=ChSq
3,4,women79,218,99,213,=ChSq
3,5,women79,218,124,268,=ChSq
3,6,women79,218,149,323,=ChSq
2,7,women79,218,174,378,=ChSq
3,8,women79,218,199,433,=ChSq
3,9,women79,218,224,488,=ChSq
3,1,women79,237,24,49,=FCCoSp
2,2,women79,237,49,104,=FCCoSp
2,3,women79,237,74,159,=FCCoSp
3,4,women79,237,99,214,=FCCoSp
3,5,women79,237,124,269,=FCCoSp
3,6,women79,237,149,324,=FCCoSp
2,7,women79,237,174,379,=FCCoSp
3,8,women79,237,199,434,=FCCoSp
3,9,women79,237,224,489,=FCCoSp
2,1,women79,266,24,53,=LSp
4,2,women79,266,49,108,=LSp
3,3,women79,266,74,163,=LSp
4,4,women79,266,99,218,=LSp
4,5,women79,266,124,273,=LSp
4,6,women79,266,149,328,=LSp
4,7,women79,266,174,383,=LSp
4,8,women79,266,199,438,=LSp
5,9,women79,266,224,493,=LSp
3,1,women79,293,24,55,=StSq
2,2,women79,293,49,110,=StSq
3,3,women79,293,74,165,=StSq
3,4,women79,293,99,220,=StSq
2,5,women79,293,124,275,=StSq
3,6,women79,293,149,330,=StSq
2,7,women79,293,174,385,=StSq
2,8,women79,293,199,440,=StSq
2,9,women79,293,224,495,=StSq
2,1,women92,22,25,4,=2A
2,2,women92,22,50,59,=2A
1,3,women92,22,75,114,=2A
2,4,women92,22,100,169,=2A
1,5,women92,22,125,224,=2A
2,6,women92,22,150,279,=2A
1,7,women92,22,175,334,=2A
2,8,women92,22,200,389,=2A
3,9,women92,22,225,444,=2A
3,1,women92,63,25,14,=3F+2A+SEQ
3,2,women92,63,50,69,=3F+2A+SEQ
3,3,women92,63,75,124,=3F+2A+SEQ
3,4,women92,63,100,179,=3F+2A+SEQ
3,5,women92,63,125,234,=3F+2A+SEQ
3,6,women92,63,150,289,=3F+2A+SEQ
2,7,women92,63,175,344,=3F+2A+SEQ
3,8,women92,63,200,399,=3F+2A+SEQ
3,9,women92,63,225,454,=3F+2A+SEQ
-1,1,women92,66,25,15,=3F+2T
0,2,women92,66,50,70,=3F+2T
-2,3,women92,66,75,125,=3F+2T
0,4,women92,66,100,180,=3F+2T
-1,5,women92,66,125,235,=3F+2T
0,6,women92,66,150,290,=3F+2T
-1,7,women92,66,175,345,=3F+2T
0,8,women92,66,200,400,=3F+2T
1,9,women92,66,225,455,=3F+2T
1,1,women92,91,25,20,=3Lo
1,2,women92,91,50,75,=3Lo
1,3,women92,91,75,130,=3Lo
0,4,women92,91,100,185,=3Lo
0,5,women92,91,125,240,=3Lo
2,6,women92,91,150,295,=3Lo
1,7,women92,91,175,350,=3Lo
0,8,women92,91,200,405,=3Lo
1,9,women92,91,225,460,=3Lo
2,1,women92,112,25,26,=3Lz
3,2,women92,112,50,81,=3Lz
2,3,women92,112,75,136,=3Lz
3,4,women92,112,100,191,=3Lz
3,5,women92,112,125,246,=3Lz
3,6,women92,112,150,301,=3Lz
1,7,women92,112,175,356,=3Lz
3,8,women92,112,200,411,=3Lz
3,9,women92,112,225,466,=3Lz
-1,1,women92,126,25,30,=3Lz+2T+2Lo
0,2,women92,126,50,85,=3Lz+2T+2Lo
-1,3,women92,126,75,140,=3Lz+2T+2Lo
0,4,women92,126,100,195,=3Lz+2T+2Lo
-1,5,women92,126,125,250,=3Lz+2T+2Lo
0,6,women92,126,150,305,=3Lz+2T+2Lo
-1,7,women92,126,175,360,=3Lz+2T+2Lo
-2,8,women92,126,200,415,=3Lz+2T+2Lo
0,9,women92,126,225,470,=3Lz+2T+2Lo
-2,1,women92,149,25,34,=3S
-1,2,women92,149,50,89,=3S
-1,3,women92,149,75,144,=3S
-2,4,women92,149,100,199,=3S
-2,5,women92,149,125,254,=3S
-2,6,women92,149,150,309,=3S
-2,7,women92,149,175,364,=3S
-2,8,women92,149,200,419,=3S
-1,9,women92,149,225,474,=3S
3,1,women92,194,25,47,=CCoSp
3,2,women92,194,50,102,=CCoSp
3,3,women92,194,75,157,=CCoSp
4,4,women92,194,100,212,=CCoSp
4,5,women92,194,125,267,=CCoSp
4,6,women92,194,150,322,=CCoSp
3,7,women92,194,175,377,=CCoSp
4,8,women92,194,200,432,=CCoSp
3,9,women92,194,225,487,=CCoSp
3,1,women92,219,25,48,=ChSq
3,2,women92,219,50,103,=ChSq
3,3,women92,219,75,158,=ChSq
4,4,women92,219,100,213,=ChSq
4,5,women92,219,125,268,=ChSq
3,6,women92,219,150,323,=ChSq
3,7,women92,219,175,378,=ChSq
4,8,women92,219,200,433,=ChSq
3,9,women92,219,225,488,=ChSq
2,1,women92,238,25,49,=FCCoSp
3,2,women92,238,50,104,=FCCoSp
3,3,women92,238,75,159,=FCCoSp
2,4,women92,238,100,214,=FCCoSp
3,5,women92,238,125,269,=FCCoSp
3,6,women92,238,150,324,=FCCoSp
2,7,women92,238,175,379,=FCCoSp
3,8,women92,238,200,434,=FCCoSp
2,9,women92,238,225,489,=FCCoSp
3,1,women92,267,25,53,=LSp
3,2,women92,267,50,108,=LSp
4,3,women92,267,75,163,=LSp
3,4,women92,267,100,218,=LSp
4,5,women92,267,125,273,=LSp
3,6,women92,267,150,328,=LSp
4,7,women92,267,175,383,=LSp
4,8,women92,267,200,438,=LSp
4,9,women92,267,225,493,=LSp
3,1,women92,294,25,55,=StSq
3,2,women92,294,50,110,=StSq
4,3,women92,294,75,165,=StSq
3,4,women92,294,100,220,=StSq
3,5,women92,294,125,275,=StSq
3,6,women92,294,150,330,=StSq
2,7,women92,294,175,385,=StSq
4,8,women92,294,200,440,=StSq
3,9,women92,294,225,495,=StSq
