score,judge,athlete,item,judge_athlete,judge_item,athlete_item
9,2,women49,Skating Skills,41,9,91
8.5,3,women49,Skating Skills,66,14,91
8.75,4,women49,Skating Skills,91,19,91
8.75,5,women49,Skating Skills,116,24,91
8.75,6,women49,Skating Skills,141,29,91
8.75,7,women49,Skating Skills,166,34,91
8.75,8,women49,Skating Skills,191,39,91
8.5,9,women49,Skating Skills,216,44,91
8.5,1,women49,Transitions,16,5,116
8.75,2,women49,Transitions,41,10,116
8.5,3,women49,Transitions,66,15,116
8.5,4,women49,Transitions,91,20,116
8.5,5,women49,Transitions,116,25,116
8.5,6,women49,Transitions,141,30,116
8.75,7,women49,Transitions,166,35,116
9,8,women49,Transitions,191,40,116
8.5,9,women49,Transitions,216,45,116
8,1,women55,Composition,17,1,17
8.25,2,women55,Composition,42,6,17
8.25,3,women55,Composition,67,11,17
8.25,4,women55,Composition,92,16,17
8.25,5,women55,Composition,117,21,17
7.75,6,women55,Composition,142,26,17
8.5,7,women55,Composition,167,31,17
8.5,8,women55,Composition,192,36,17
8.5,9,women55,Composition,217,41,17
8.25,1,women55,Interpretation,17,2,42
8.25,2,women55,Interpretation,42,7,42
8.25,3,women55,Interpretation,67,12,42
8.5,4,women55,Interpretation,92,17,42
8.5,5,women55,Interpretation,117,22,42
8,6,women55,Interpretation,142,27,42
8.25,7,women55,Interpretation,167,32,42
8.5,8,women55,Interpretation,192,37,42
8.25,9,women55,Interpretation,217,42,42
8,1,women55,Performance,17,3,67
8,2,women55,Performance,42,8,67
8.25,3,women55,Performance,67,13,67
8.5,4,women55,Performance,92,18,67
8.5,5,women55,Performance,117,23,67
8.25,6,women55,Performance,142,28,67
8.25,7,women55,Performance,167,33,67
8.75,8,women55,Performance,192,38,67
8.5,9,women55,Performance,217,43,67
8,1,women55,Skating Skills,17,4,92
7.75,2,women55,Skating Skills,42,9,92
8.25,3,women55,Skating Skills,67,14,92
8.25,4,women55,Skating Skills,92,19,92
8.25,5,women55,Skating Skills,117,24,92
8,6,women55,Skating Skills,142,29,92
8.25,7,women55,Skating Skills,167,34,92
8.25,8,women55,Skating Skills,192,39,92
8,9,women55,Skating Skills,217,44,92
7.75,1,women55,Transitions,17,5,117
7.5,2,women55,Transitions,42,10,117
8,3,women55,Transitions,67,15,117
8,4,women55,Transitions,92,20,117
8.25,5,women55,Transitions,117,25,117
7.5,6,women55,Transitions,142,30,117
8,7,women55,Transitions,167,35,117
8,8,women55,Transitions,192,40,117
8,9,women55,Transitions,217,45,117
8,1,women61,Composition,18,1,18
8.25,2,women61,Composition,43,6,18
7.75,3,women61,Composition,68,11,18
8.5,4,women61,Composition,93,16,18
8.25,5,women61,Composition,118,21,18
8.5,6,women61,Composition,143,26,18
8.5,7,women61,Composition,168,31,18
8.5,8,women61,Composition,193,36,18
8.5,9,women61,Composition,218,41,18
8.25,1,women61,Interpretation,18,2,43
8.25,2,women61,Interpretation,43,7,43
8,3,women61,Interpretation,68,12,43
8.5,4,women61,Interpretation,93,17,43
7.75,5,women61,Interpretation,118,22,43
8.5,6,women61,Interpretation,143,27,43
8.75,7,women61,Interpretation,168,32,43
8,8,women61,Interpretation,193,37,43
8.5,9,women61,Interpretation,218,42,43
7.75,1,women61,Performance,18,3,68
8.5,2,women61,Performance,43,8,68
7.75,3,women61,Performance,68,13,68
8.75,4,women61,Performance,93,18,68
8,5,women61,Performance,118,23,68
8.75,6,women61,Performance,143,28,68
8.5,7,women61,Performance,168,33,68
8.25,8,women61,Performance,193,38,68
8.5,9,women61,Performance,218,43,68
8.25,1,women61,Skating Skills,18,4,93
8.5,2,women61,Skating Skills,43,9,93
8.25,3,women61,Skating Skills,68,14,93
8.75,4,women61,Skating Skills,93,19,93
8.25,5,women61,Skating Skills,118,24,93
8.75,6,women61,Skating Skills,143,29,93
8.25,7,women61,Skating Skills,168,34,93
8,8,women61,Skating Skills,193,39,93
8.25,9,women61,Skating Skills,218,44,93
7.75,1,women61,Transitions,18,5,118
8.25,2,women61,Transitions,43,10,118
7.75,3,women61,Transitions,68,15,118
8.5,4,women61,Transitions,93,20,118
8,5,women61,Transitions,118,25,118
8.25,6,women61,Transitions,143,30,118
8.25,7,women61,Transitions,168,35,118
7.75,8,women61,Transitions,193,40,118
8.25,9,women61,Transitions,218,45,118
7.75,1,women67,Composition,19,1,19
8.25,2,women67,Composition,44,6,19
7,3,women67,Composition,69,11,19
7.5,4,women67,Composition,94,16,19
7.25,5,women67,Composition,119,21,19
7.75,6,women67,Composition,144,26,19
7.5,7,women67,Composition,169,31,19
8,8,women67,Composition,194,36,19
7.5,9,women67,Composition,219,41,19
7.75,1,women67,Interpretation,19,2,44
8.25,2,women67,Interpretation,44,7,44
7.25,3,women67,Interpretation,69,12,44
7.75,4,women67,Interpretation,94,17,44
7.5,5,women67,Interpretation,119,22,44
7.5,6,women67,Interpretation,144,27,44
7.75,7,women67,Interpretation,169,32,44
7.75,8,women67,Interpretation,194,37,44
7.25,9,women67,Interpretation,219,42,44
7.5,1,women67,Performance,19,3,69
8.25,2,women67,Performance,44,8,69
7,3,women67,Performance,69,13,69
8,4,women67,Performance,94,18,69
7.5,5,women67,Performance,119,23,69
7.75,6,women67,Performance,144,28,69
7.5,7,women67,Performance,169,33,69
8.25,8,women67,Performance,194,38,69
7.5,9,women67,Performance,219,43,69
7.5,1,women67,Skating Skills,19,4,94
7.75,2,women67,Skating Skills,44,9,94
7.25,3,women67,Skating Skills,69,14,94
7.75,4,women67,Skating Skills,94,19,94
7.25,5,women67,Skating Skills,119,24,94
7.75,6,women67,Skating Skills,144,29,94
7.5,7,women67,Skating Skills,169,34,94
8,8,women67,Skating Skills,194,39,94
7.5,9,women67,Skating Skills,219,44,94
7.25,1,women67,Transitions,19,5,119
7.75,2,women67,Transitions,44,10,119
6.25,3,women67,Transitions,69,15,119
7.5,4,women67,Transitions,94,20,119
7,5,women67,Transitions,119,25,119
7.5,6,women67,Transitions,144,30,119
7.25,7,women67,Transitions,169,35,119
7.5,8,women67,Transitions,194,40,119
7.25,9,women67,Transitions,219,45,119
9.5,1,women7,Composition,20,1,20
9.5,2,women7,Composition,45,6,20
9.5,3,women7,Composition,70,11,20
9.5,4,women7,Composition,95,16,20
9.5,5,women7,Composition,120,21,20
9.5,6,women7,Composition,145,26,20
9,7,women7,Composition,170,31,20
9.5,8,women7,Composition,195,36,20
9.5,9,women7,Composition,220,41,20
9.75,1,women7,Interpretation,20,2,45
9.25,2,women7,Interpretation,45,7,45
9.75,3,women7,Interpretation,70,12,45
9.75,4,women7,Interpretation,95,17,45
9.5,5,women7,Interpretation,120,22,45
9.5,6,women7,Interpretation,145,27,45
9,7,women7,Interpretation,170,32,45
9.5,8,women7,Interpretation,195,37,45
9.25,9,women7,Interpretation,220,42,45
9.75,1,women7,Performance,20,3,70
9.5,2,women7,Performance,45,8,70
9.5,3,women7,Performance,70,13,70
9.75,4,women7,Performance,95,18,70
9.5,5,women7,Performance,120,23,70
9.5,6,women7,Performance,145,28,70
9.25,7,women7,Performance,170,33,70
9.75,8,women7,Performance,195,38,70
9.5,9,women7,Performance,220,43,70
9.5,1,women7,Skating Skills,20,4,95
9.25,2,women7,Skating Skills,45,9,95
9.5,3,women7,Skating Skills,70,14,95
9.25,4,women7,Skating Skills,95,19,95
9,5,women7,Skating Skills,120,24,95
9.5,6,women7,Skating Skills,145,29,95
9,7,women7,Skating Skills,170,34,95
9.25,8,women7,Skating Skills,195,39,95
9.25,9,women7,Skating Skills,220,44,95
9.25,1,women7,Transitions,20,5,120
9.25,2,women7,Transitions,45,10,120
9.25,3,women7,Transitions,70,15,120
9.5,4,women7,Transitions,95,20,120
9.25,5,women7,Transitions,120,25,120
9.25,6,women7,Transitions,145,30,120
9,7,women7,Transitions,170,35,120
9,8,women7,Transitions,195,40,120
9,9,women7,Transitions,220,45,120
7.5,1,women73,Composition,21,1,21
7,2,women73,Composition,46,6,21
7.5,3,women73,Composition,71,11,21
7.25,4,women73,Composition,96,16,21
7,5,women73,Composition,121,21,21
7.25,6,women73,Composition,146,26,21
7.25,7,women73,Composition,171,31,21
7.25,8,women73,Composition,196,36,21
8,9,women73,Composition,221,41,21
7.5,1,women73,Interpretation,21,2,46
6.5,2,women73,Interpretation,46,7,46
7.75,3,women73,Interpretation,71,12,46
7.25,4,women73,Interpretation,96,17,46
6.75,5,women73,Interpretation,121,22,46
7.5,6,women73,Interpretation,146,27,46
6.75,7,women73,Interpretation,171,32,46
7,8,women73,Interpretation,196,37,46
8,9,women73,Interpretation,221,42,46
7.25,1,women73,Performance,21,3,71
6.75,2,women73,Performance,46,8,71
7.75,3,women73,Performance,71,13,71
7.5,4,women73,Performance,96,18,71
7.25,5,women73,Performance,121,23,71
7.25,6,women73,Performance,146,28,71
6.75,7,women73,Performance,171,33,71
6.75,8,women73,Performance,196,38,71
8.25,9,women73,Performance,221,43,71
7.5,1,women73,Skating Skills,21,4,96
7,2,women73,Skating Skills,46,9,96
7.75,3,women73,Skating Skills,71,14,96
7.5,4,women73,Skating Skills,96,19,96
7,5,women73,Skating Skills,121,24,96
7.25,6,women73,Skating Skills,146,29,96
7.25,7,women73,Skating Skills,171,34,96
7.25,8,women73,Skating Skills,196,39,96
7.75,9,women73,Skating Skills,221,44,96
7.25,1,women73,Transitions,21,5,121
7,2,women73,Transitions,46,10,121
7.5,3,women73,Transitions,71,15,121
7.25,4,women73,Transitions,96,20,121
7,5,women73,Transitions,121,25,121
6.75,6,women73,Transitions,146,30,121
6.75,7,women73,Transitions,171,35,121
6.75,8,women73,Transitions,196,40,121
7.75,9,women73,Transitions,221,45,121
7.5,1,women79,Composition,22,1,22
8,2,women79,Composition,47,6,22
7.25,3,women79,Composition,72,11,22
7.5,4,women79,Composition,97,16,22
7.75,5,women79,Composition,122,21,22
7.75,6,women79,Composition,147,26,22
7.25,7,women79,Composition,172,31,22
7.75,8,women79,Composition,197,36,22
7.5,9,women79,Composition,222,41,22
7.5,1,women79,Interpretation,22,2,47
7.75,2,women79,Interpretation,47,7,47
7.25,3,women79,Interpretation,72,12,47
7.25,4,women79,Interpretation,97,17,47
7.75,5,women79,Interpretation,122,22,47
7.75,6,women79,Interpretation,147,27,47
7.5,7,women79,Interpretation,172,32,47
7.5,8,women79,Interpretation,197,37,47
7.25,9,women79,Interpretation,222,42,47
7.25,1,women79,Performance,22,3,72
7.75,2,women79,Performance,47,8,72
7,3,women79,Performance,72,13,72
7.25,4,women79,Performance,97,18,72
7.5,5,women79,Performance,122,23,72
8,6,women79,Performance,147,28,72
7.25,7,women79,Performance,172,33,72
7.75,8,women79,Performance,197,38,72
7.5,9,women79,Performance,222,43,72
7.5,1,women79,Skating Skills,22,4,97
7.75,2,women79,Skating Skills,47,9,97
7.25,3,women79,Skating Skills,72,14,97
7.5,4,women79,Skating Skills,97,19,97
7.5,5,women79,Skating Skills,122,24,97
8,6,women79,Skating Skills,147,29,97
7.25,7,women79,Skating Skills,172,34,97
7.5,8,women79,Skating Skills,197,39,97
7.5,9,women79,Skating Skills,222,44,97
7.25,1,women79,Transitions,22,5,122
8,2,women79,Transitions,47,10,122
7,3,women79,Transitions,72,15,122
7.5,4,women79,Transitions,97,20,122
7.5,5,women79,Transitions,122,25,122
7.75,6,women79,Transitions,147,30,122
7.25,7,women79,Transitions,172,35,122
7.25,8,women79,Transitions,197,40,122
7.5,9,women79,Transitions,222,45,122
7.25,1,women85,Composition,23,1,23
7.25,2,women85,Composition,48,6,23
6.75,3,women85,Composition,73,11,23
7.25,4,women85,Composition,98,16,23
7.5,5,women85,Composition,123,21,23
7.25,6,women85,Composition,148,26,23
7,7,women85,Composition,173,31,23
8,8,women85,Composition,198,36,23
7.5,9,women85,Composition,223,41,23
7.5,1,women85,Interpretation,23,2,48
7,2,women85,Interpretation,48,7,48
7,3,women85,Interpretation,73,12,48
7.25,4,women85,Interpretation,98,17,48
7,5,women85,Interpretation,123,22,48
7.5,6,women85,Interpretation,148,27,48
7.25,7,women85,Interpretation,173,32,48
7.75,8,women85,Interpretation,198,37,48
7.25,9,women85,Interpretation,223,42,48
7.5,1,women85,Performance,23,3,73
7.5,2,women85,Performance,48,8,73
7,3,women85,Performance,73,13,73
7.5,4,women85,Performance,98,18,73
7.25,5,women85,Performance,123,23,73
7.25,6,women85,Performance,148,28,73
7.25,7,women85,Performance,173,33,73
8,8,women85,Performance,198,38,73
7.5,9,women85,Performance,223,43,73
7.75,1,women85,Skating Skills,23,4,98
7.25,2,women85,Skating Skills,48,9,98
7,3,women85,Skating Skills,73,14,98
7.5,4,women85,Skating Skills,98,19,98
7.5,5,women85,Skating Skills,123,24,98
7.5,6,women85,Skating Skills,148,29,98
7.5,7,women85,Skating Skills,173,34,98
7.75,8,women85,Skating Skills,198,39,98
7.5,9,women85,Skating Skills,223,44,98
7.25,1,women85,Transitions,23,5,123
7.25,2,women85,Transitions,48,10,123
6.75,3,women85,Transitions,73,15,123
7.25,4,women85,Transitions,98,20,123
7.25,5,women85,Transitions,123,25,123
7,6,women85,Transitions,148,30,123
7,7,women85,Transitions,173,35,123
7.5,8,women85,Transitions,198,40,123
7.25,9,women85,Transitions,223,45,123
6.5,1,women91,Composition,24,1,24
7.25,2,women91,Composition,49,6,24
6.5,3,women91,Composition,74,11,24
7,4,women91,Composition,99,16,24
7,5,women91,Composition,124,21,24
6.75,6,women91,Composition,149,26,24
7,7,women91,Composition,174,31,24
7,8,women91,Composition,199,36,24
7,9,women91,Composition,224,41,24
6.75,1,women91,Interpretation,24,2,49
7,2,women91,Interpretation,49,7,49
6.5,3,women91,Interpretation,74,12,49
7.25,4,women91,Interpretation,99,17,49
7.25,5,women91,Interpretation,124,22,49
6.5,6,women91,Interpretation,149,27,49
7.25,7,women91,Interpretation,174,32,49
6.75,8,women91,Interpretation,199,37,49
7.25,9,women91,Interpretation,224,42,49
6.5,1,women91,Performance,24,3,74
7,2,women91,Performance,49,8,74
6.5,3,women91,Performance,74,13,74
7.5,4,women91,Performance,99,18,74
7.25,5,women91,Performance,124,23,74
7,6,women91,Performance,149,28,74
7.25,7,women91,Performance,174,33,74
7,8,women91,Performance,199,38,74
7.5,9,women91,Performance,224,43,74
6.5,1,women91,Skating Skills,24,4,99
6.75,2,women91,Skating Skills,49,9,99
6.5,3,women91,Skating Skills,74,14,99
7.25,4,women91,Skating Skills,99,19,99
6.75,5,women91,Skating Skills,124,24,99
6.75,6,women91,Skating Skills,149,29,99
6.75,7,women91,Skating Skills,174,34,99
6.75,8,women91,Skating Skills,199,39,99
6.75,9,women91,Skating Skills,224,44,99
6.5,1,women91,Transitions,24,5,124
7,2,women91,Transitions,49,10,124
6.25,3,women91,Transitions,74,15,124
7,4,women91,Transitions,99,20,124
6.5,5,women91,Transitions,124,25,124
6.5,6,women91,Transitions,149,30,124
6.75,7,women91,Transitions,174,35,124
6.25,8,women91,Transitions,199,40,124
7,9,women91,Transitions,224,45,124
8,1,women97,Composition,25,1,25
8.25,2,women97,Composition,50,6,25
7.75,3,women97,Composition,75,11,25
8.25,4,women97,Composition,100,16,25
8.5,5,women97,Composition,125,21,25
8.25,6,women97,Composition,150,26,25
8.25,7,women97,Composition,175,31,25
8.5,8,women97,Composition,200,36,25
8.5,9,women97,Composition,225,41,25
7.75,1,women97,Interpretation,25,2,50
7.75,2,women97,Interpretation,50,7,50
8,3,women97,Interpretation,75,12,50
8.25,4,women97,Interpretation,100,17,50
8.25,5,women97,Interpretation,125,22,50
8.25,6,women97,Interpretation,150,27,50
8.25,7,women97,Interpretation,175,32,50
8.5,8,women97,Interpretation,200,37,50
8.5,9,women97,Interpretation,225,42,50
7.5,1,women97,Performance,25,3,75
7.75,2,women97,Performance,50,8,75
8,3,women97,Performance,75,13,75
8,4,women97,Performance,100,18,75
8,5,women97,Performance,125,23,75
8.25,6,women97,Performance,150,28,75
8,7,women97,Performance,175,33,75
8,8,women97,Performance,200,38,75
7.75,9,women97,Performance,225,43,75
8.25,1,women97,Skating Skills,25,4,100
8.25,2,women97,Skating Skills,50,9,100
7.75,3,women97,Skating Skills,75,14,100
8.5,4,women97,Skating Skills,100,19,100
8.25,5,women97,Skating Skills,125,24,100
8.5,6,women97,Skating Skills,150,29,100
8.25,7,women97,Skating Skills,175,34,100
8.25,8,women97,Skating Skills,200,39,100
8.5,9,women97,Skating Skills,225,44,100
8,1,women97,Transitions,25,5,125
8,2,women97,Transitions,50,10,125
7.5,3,women97,Transitions,75,15,125
8,4,women97,Transitions,100,20,125
8.25,5,women97,Transitions,125,25,125
8,6,women97,Transitions,150,30,125
8,7,women97,Transitions,175,35,125
8,8,women97,Transitions,200,40,125
8.25,9,women97,Transitions,225,45,125
